[7/12/20 01:16AM]	[CLANCHAT]: Nom: dang we went down 1 rank in runelocus	
[7/27/20 08:10AM]	[CLANCHAT]: Vanity: love you to	
[7/27/20 08:10AM]	[CLANCHAT]: Obitominerin: not enough monsters so floors are more should be easy normal and hard	
[7/27/20 08:11AM]	[CLANCHAT]: Obitominerin: easy normal and hard	
[7/27/20 08:12AM]	[CLANCHAT]: Xbighunchox:  is kbd broken?	
[7/27/20 08:12AM]	[CLANCHAT]: Martijn: why?	
[7/27/20 08:12AM]	[CLANCHAT]: Xbighunchox:  no boss gthere 	
[7/27/20 08:12AM]	[CLANCHAT]: Xbighunchox:  cant use instrance either#	
[7/27/20 08:12AM]	[CLANCHAT]: Obitominerin: nothing floor increase 	
[7/27/20 08:13AM]	[CLANCHAT]: Xbighunchox:  lv 2 mans also not there martin	
[7/27/20 08:24AM]	[CLANCHAT]: Tylermt: any1 got afk title?	
[7/27/20 09:17AM]	[CLANCHAT]: Jackal Ez: gz!	
[7/27/20 09:17AM]	[CLANCHAT]: Jackal Max: ty	
[7/27/20 09:22AM]	[CLANCHAT]: Jackal Max: gzz	
[7/27/20 09:22AM]	[CLANCHAT]: Obitominerin: gz	
[7/27/20 09:26AM]	[CLANCHAT]: Jackal Max: sup hait	
[7/27/20 09:26AM]	[CLANCHAT]: Jackal Max: hair	
[7/27/20 09:26AM]	[CLANCHAT]: Hairloss: Hey Jackal morning man	
[7/27/20 09:26AM]	[CLANCHAT]: Hairloss: How are you bro?	
[7/27/20 09:27AM]	[CLANCHAT]: Jackal Max: good good, just got up	
[7/27/20 09:27AM]	[CLANCHAT]: Jackal Max: how about you?	
[7/27/20 09:27AM]	[CLANCHAT]: Hairloss: fr lmao same	
[7/27/20 09:27AM]	[CLANCHAT]: Jackal Max: back on the kbd grind haha	
[7/27/20 09:27AM]	[CLANCHAT]: Hairloss: oh gl man	
[7/27/20 09:27AM]	[CLANCHAT]: Jackal Max: ty, what are you going to do?	
[7/27/20 09:28AM]	[CLANCHAT]: Hairloss: Prolly tryna do some bossing as well	
[7/27/20 09:28AM]	[CLANCHAT]: Hairloss: dunno yet lol	
[7/27/20 09:28AM]	[CLANCHAT]: Jackal Max: wanna go nex later?	
[7/27/20 09:28AM]	[CLANCHAT]: Hairloss: Idm	
[7/27/20 09:29AM]	[CLANCHAT]: Jackal Max: let me have breakfast + coffee first	
[7/27/20 09:29AM]	[CLANCHAT]: Jackal Max: ill let u know	
[7/27/20 09:29AM]	[CLANCHAT]: Hairloss: aight lemme go catch my breakfast as well lol	
[7/27/20 09:35AM]	[CLANCHAT]: Martijn: wattup bois	
[7/27/20 09:36AM]	[CLANCHAT]: Jackal Max: yoyo	
[7/27/20 09:43AM]	[CLANCHAT]: Hairloss: Morning Mart	
[7/27/20 09:43AM]	[CLANCHAT]: Obitominerin: anyone pest?	
[7/27/20 09:44AM]	[CLANCHAT]: Hairloss: Oh lmao Mart's gone	
[7/27/20 09:46AM]	[CLANCHAT]: Obitominerin: anyone pest? i need to full void	
[7/27/20 09:49AM]	[CLANCHAT]: Mttm:  pc on crystal shield	
[7/27/20 10:04AM]	[CLANCHAT]: Jackal Max: ironman grind begins :P	
[7/27/20 10:24AM]	[CLANCHAT]: Obitominerin: here not kbd	
[7/27/20 10:28AM]	[CLANCHAT]: Obitominerin: anyone pest? plz squads	
[7/27/20 10:29AM]	[CLANCHAT]: Jackal Max: oooo finally	
[7/27/20 10:29AM]	[CLANCHAT]: Obitominerin: gtz	
[7/27/20 10:36AM]	[CLANCHAT]: Obitominerin: hey guys	
[7/27/20 10:36AM]	[CLANCHAT]: Jackal Max: hey	
[7/27/20 10:36AM]	[CLANCHAT]: Obitominerin: kbd not there 	
[7/27/20 10:37AM]	[CLANCHAT]: Jackal Max: it is probably bugged then	
[7/27/20 10:37AM]	[CLANCHAT]: Jackal Max: should wait for flub to fix it	
[7/27/20 10:37AM]	[CLANCHAT]: Obitominerin: how you there that?	
[7/27/20 10:37AM]	[CLANCHAT]: Jackal Max: did you try to close the client and relog?	
[7/27/20 10:38AM]	[CLANCHAT]: Obitominerin: okay i try	
[7/27/20 10:43AM]	[CLANCHAT]: Obitominerin: i just close and log in. not there kbd	
[7/27/20 10:43AM]	[CLANCHAT]: Jackal Max: damn, yeah then you need to wait for flub	
[7/27/20 10:43AM]	[CLANCHAT]: Jackal Max: unfortunately	
[7/27/20 10:43AM]	[CLANCHAT]: Obitominerin: oh its okay :D	
[7/27/20 10:43AM]	[CLANCHAT]: Obitominerin:  spider boss there?	
[7/27/20 10:44AM]	[CLANCHAT]: Obitominerin:  i dont remm that name. 	
[7/27/20 10:44AM]	[CLANCHAT]: Jackal Max: which one?	
[7/27/20 10:44AM]	[CLANCHAT]: Obitominerin: let me search	
[7/27/20 10:44AM]	[CLANCHAT]: Jackal Max: venenatis?	
[7/27/20 10:44AM]	[CLANCHAT]: Obitominerin: araxxor	
[7/27/20 10:44AM]	[CLANCHAT]: Jackal Max: oh no lol	
[7/27/20 10:44AM]	[CLANCHAT]: Jackal Max: no araxxor in this game	
[7/27/20 10:44AM]	[CLANCHAT]: Obitominerin:  i wanna that weapon	
[7/27/20 10:45AM]	[CLANCHAT]: Jackal Max: ooh you mean scythe	
[7/27/20 10:45AM]	[CLANCHAT]: Obitominerin: oh yes that my favorite	
[7/27/20 10:45AM]	[CLANCHAT]: Jackal Max: you can get the scythe from crazy lvl 2 man	
[7/27/20 10:45AM]	[CLANCHAT]: Jackal Max: do ::drops	
[7/27/20 10:45AM]	[CLANCHAT]: Obitominerin: awesome	
[7/27/20 10:45AM]	[CLANCHAT]: Jackal Max: and look for crazy lvl 2 man	
[7/27/20 10:45AM]	[CLANCHAT]: Jackal Max: then you can see what he drops	
[7/27/20 10:46AM]	[CLANCHAT]: Obitominerin: crythe of vitur?	
[7/27/20 10:46AM]	[CLANCHAT]: Jackal Solo: yes	
[7/27/20 10:46AM]	[CLANCHAT]: Jackal Solo: you are thinking of noxious scythe	
[7/27/20 10:46AM]	[CLANCHAT]: Jackal Solo: which you get from araxxor in rs3	
[7/27/20 10:46AM]	[CLANCHAT]: Jackal Solo: but this is scythe of vitur from osrs	
[7/27/20 10:46AM]	[CLANCHAT]: Jackal Solo: in osrs you get it from theatre of blood (raids)	
[7/27/20 10:46AM]	[CLANCHAT]: Obitominerin: lol yeah i have eight scrythe in rs3 lol	
[7/27/20 10:47AM]	[CLANCHAT]: Jackal Solo: wow sick haha	
[7/27/20 10:47AM]	[CLANCHAT]: Obitominerin: not there man lvl 2	
[7/27/20 10:47AM]	[CLANCHAT]: Jackal Solo: type ::drops	
[7/27/20 10:47AM]	[CLANCHAT]: Jackal Solo: and the look for (crazy)	
[7/27/20 10:47AM]	[CLANCHAT]: Jackal Solo: you will find it then	
[7/27/20 10:48AM]	[CLANCHAT]: Jackal Solo: ohhh	
[7/27/20 10:48AM]	[CLANCHAT]: Jackal Solo: you mean the boss itself	
[7/27/20 10:48AM]	[CLANCHAT]: Obitominerin:  i know but not there crazy man lvl2 there. so yes	
[7/27/20 10:52AM]	[CLANCHAT]: Jackal Max: obito, i told the owner	
[7/27/20 10:52AM]	[CLANCHAT]: Jackal Max: hope he fixes it soon	
[7/27/20 10:55AM]	[CLANCHAT]: Obitominerin: anyone pest?	
[7/27/20 10:57AM]	[CLANCHAT]: Jackal Solo: come to pest control	
[7/27/20 11:04AM]	[CLANCHAT]: Jackal Max: but you get more actually	
[7/27/20 11:13AM]	[CLANCHAT]: Jackal Max: 200 ea for the other helms	
[7/27/20 11:14AM]	[CLANCHAT]: Jackal Max: you need to check the shop to see your points	
[7/27/20 11:14AM]	[CLANCHAT]: Obitominerin: okay	
[7/27/20 11:16AM]	[CLANCHAT]: Obitominerin: gtz	
[7/27/20 11:17AM]	[CLANCHAT]: Jackal Max: gz niels	
[7/27/20 11:18AM]	[CLANCHAT]: Jackal Solo: dont think so man, sorry	
[7/27/20 11:18AM]	[CLANCHAT]: Vanity: hair	
[7/27/20 11:18AM]	[CLANCHAT]: Hairloss: Yeah Vanity?	
[7/27/20 11:18AM]	[CLANCHAT]: Vanity: got any bones i can buy	
[7/27/20 11:18AM]	[CLANCHAT]: Hairloss: I can give you some for free bro	
[7/27/20 11:19AM]	[CLANCHAT]: Hairloss: come home	
[7/27/20 11:19AM]	[CLANCHAT]: Vanity: that to expensive	
[7/27/20 11:19AM]	[CLANCHAT]: Hairloss: I got a buncha big bones from crazy man dw	
[7/27/20 11:19AM]	[CLANCHAT]: Obitominerin: frost d bones is best	
[7/27/20 11:19AM]	[CLANCHAT]: Vanity: let me do this pest run rq	
[7/27/20 11:19AM]	[CLANCHAT]: Jackal Max: gotta pay him to take your bones	
[7/27/20 11:19AM]	[CLANCHAT]: Hairloss: aight lol	
[7/27/20 11:21AM]	[CLANCHAT]: Obitominerin: let you know crazy man lvl 2 not there itself. 	
[7/27/20 11:22AM]	[CLANCHAT]: Obitominerin: mean is hairloss	
[7/27/20 11:23AM]	[CLANCHAT]: Hairloss: yeah it's a bit buggy rn but you can still access it at	
[7/27/20 11:23AM]	[CLANCHAT]: Hairloss: instances	
[7/27/20 11:23AM]	[CLANCHAT]: Hairloss: The new instances	
[7/27/20 11:23AM]	[CLANCHAT]: Obitominerin: alright good	
[7/27/20 11:23AM]	[CLANCHAT]: Vanity: there just on holiday	
[7/27/20 11:23AM]	[CLANCHAT]: Hairloss: lmao	
[7/27/20 11:23AM]	[CLANCHAT]: Obitominerin:  i miss that and i just new lol	
[7/27/20 11:24AM]	[CLANCHAT]: Obitominerin: im retired on ors and all 99 skills but i have a enjoy in janus here :D	
[7/27/20 11:24AM]	[CLANCHAT]: Obitominerin: enjoy in here janus	
[7/27/20 11:24AM]	[CLANCHAT]: Jackal Solo: yeah it is fun!	
[7/27/20 11:25AM]	[CLANCHAT]: Obitominerin: yes it is but still fix bug in here. so i still working on rs3 but that longasf	
[7/27/20 11:34AM]	[CLANCHAT]: Fishy: buying all items	
[7/27/20 11:34AM]	[CLANCHAT]: Obitominerin: what buying all items?	
[7/27/20 11:34AM]	[CLANCHAT]: Fishy: what	
[7/27/20 11:35AM]	[CLANCHAT]: Obitominerin: nvm	
[7/27/20 11:35AM]	[CLANCHAT]: Fishy: buying all items @pm	
[7/27/20 11:36AM]	[CLANCHAT]: Hairloss: gz	
[7/27/20 11:36AM]	[CLANCHAT]: Fishy: gz	
[7/27/20 11:36AM]	[CLANCHAT]: Obitominerin: gz	
[7/27/20 11:37AM]	[CLANCHAT]: Jackal Max: gz!	
[7/27/20 11:37AM]	[CLANCHAT]: Yankee: 3kc mhm 	
[7/27/20 11:37AM]	[CLANCHAT]: Yankee: ty	
[7/27/20 11:45AM]	[CLANCHAT]: Jackal Max: we killed pest control lol	
[7/27/20 11:45AM]	[CLANCHAT]: Obitominerin: lol dang	
[7/27/20 11:48AM]	[CLANCHAT]: Hairloss: yeah I think the instances are bugging out rn	
[7/27/20 11:48AM]	[CLANCHAT]: Hairloss: Like pc and stuff 	
[7/27/20 11:48AM]	[CLANCHAT]: Jackal Max: yeah, some portals dont spawn	
[7/27/20 11:48AM]	[CLANCHAT]: Obitominerin: yep it is	
[7/27/20 12:04PM]	[CLANCHAT]: Hairloss: Wb Meta	
[7/27/20 12:04PM]	[CLANCHAT]: Jackal Max: wb	
[7/27/20 12:04PM]	[CLANCHAT]: Metasploit: hey hair	
[7/27/20 12:04PM]	[CLANCHAT]: Metasploit: hey	
[7/27/20 12:04PM]	[CLANCHAT]: Hairloss: How you doing man?	
[7/27/20 12:05PM]	[CLANCHAT]: Metasploit: tired af lol wbu?	
[7/27/20 12:05PM]	[CLANCHAT]: Hairloss: Oh damn bro, lol I'm doing good lol finished dung wiki guide	
[7/27/20 12:05PM]	[CLANCHAT]: Hairloss: Still gotta finish off the gear guide for range and mage	
[7/27/20 12:06PM]	[CLANCHAT]: Hairloss: But it's not as easy as melee was to do	
[7/27/20 12:06PM]	[CLANCHAT]: Metasploit: sweet dude	
[7/27/20 12:06PM]	[CLANCHAT]: Metasploit: it's been looking real nice	
[7/27/20 12:06PM]	[CLANCHAT]: Hairloss: Thanks Meta	
[7/27/20 12:06PM]	[CLANCHAT]: Jackal Max: oh damn dude, let me know if you need/want any help	
[7/27/20 12:07PM]	[CLANCHAT]: Hairloss: For sure lol	
[7/27/20 12:20PM]	[CLANCHAT]: Obitominerin: theyre have spirit shield?	
[7/27/20 12:20PM]	[CLANCHAT]: Jackal Max: yeah	
[7/27/20 12:20PM]	[CLANCHAT]: Obitominerin: blue 	
[7/27/20 12:27PM]	[CLANCHAT]: Obitominerin: i dont remm that torva gears where is boss?	
[7/27/20 12:27PM]	[CLANCHAT]: Jackal Solo: nex	
[7/27/20 12:27PM]	[CLANCHAT]: Obitominerin: ohh i got it	
[7/27/20 12:31PM]	[CLANCHAT]: Obitominerin: gz	
[7/27/20 12:31PM]	[CLANCHAT]: Hairloss: gz	
[7/27/20 12:31PM]	[CLANCHAT]: Jackal Max: ty ty	
[7/27/20 12:33PM]	[CLANCHAT]: Hairloss: cheers Jackal	
[7/27/20 12:33PM]	[CLANCHAT]: Jackal Max: <3	
[7/27/20 12:34PM]	[CLANCHAT]: Fishy: hair u afk	
[7/27/20 12:34PM]	[CLANCHAT]: Hairloss: gzgz	
[7/27/20 12:36PM]	[CLANCHAT]: Jackal Max: tyty	
[7/27/20 12:41PM]	[CLANCHAT]: Fishy: buying bulk phats for scyth @pm	
[7/27/20 12:51PM]	[CLANCHAT]: Obitominerin: nice	
[7/27/20 12:58PM]	[CLANCHAT]: Obitominerin: what yall up?	
[7/27/20 12:58PM]	[CLANCHAT]: Jackal Solo: getting dragon defender	
[7/27/20 12:58PM]	[CLANCHAT]: Fishy: solo u can get a d def from clue scrolls	
[7/27/20 12:59PM]	[CLANCHAT]: Fishy: iv gotten 2 so far	
[7/27/20 12:59PM]	[CLANCHAT]: Obitominerin: ohh i loe clue scrolls 	
[7/27/20 12:59PM]	[CLANCHAT]: Jackal Solo: meh, its easier from warriors guils	
[7/27/20 12:59PM]	[CLANCHAT]: Fishy: buying all items tradeing bulk phats for scyth @pm	
[7/27/20 12:59PM]	[CLANCHAT]: Fishy: trading scyth for bulk phats @pm sorry	
[7/27/20 12:59PM]	[CLANCHAT]: Obitominerin: ive doing kills some barrelchest then doing a slayer	
[7/27/20 01:00PM]	[CLANCHAT]: Obitominerin: clue scrolls are rare?	
[7/27/20 01:00PM]	[CLANCHAT]: Fishy: nah kbd drops them commonly	
[7/27/20 01:00PM]	[CLANCHAT]: Obitominerin: oh sad :(	
[7/27/20 01:01PM]	[CLANCHAT]: Fishy: there 100m a peace tho put in pos and they will sell	
[7/27/20 01:01PM]	[CLANCHAT]: Obitominerin: ive played that ors for clue scroll random. i was finally got to sunglasses	
[7/27/20 01:01PM]	[CLANCHAT]: Obitominerin: finally get to sunglasses 13	
[7/27/20 01:01PM]	[CLANCHAT]: Fishy: lol	
[7/27/20 01:01PM]	[CLANCHAT]: Obitominerin: if here have sunglasses	
[7/27/20 01:01PM]	[CLANCHAT]: Obitominerin: why not 	
[7/27/20 01:02PM]	[CLANCHAT]: Fishy: buying all itmes @pm	
[7/27/20 01:03PM]	[CLANCHAT]: Obitominerin: they have a sunglasses in here? nope...	
[7/27/20 01:05PM]	[CLANCHAT]: Obitominerin: what is that $5 mystery box?	
[7/27/20 01:05PM]	[CLANCHAT]: Hairloss: gz Jackal	
[7/27/20 01:05PM]	[CLANCHAT]: Jackal Max: ty	
[7/27/20 01:05PM]	[CLANCHAT]: Jackal Max: not much obi	
[7/27/20 01:05PM]	[CLANCHAT]: Hairloss: Obito do ::mbox you'll get info on the boxes	
[7/27/20 01:05PM]	[CLANCHAT]: Jackal Max: can get d claws though	
[7/27/20 01:06PM]	[CLANCHAT]: Obitominerin: ohh awesome. so you can give me new title  DEAF?	
[7/27/20 01:06PM]	[CLANCHAT]: Hairloss: lol nah	
[7/27/20 01:06PM]	[CLANCHAT]: Obitominerin: aww!	
[7/27/20 01:07PM]	[CLANCHAT]: Jackal Max: omg, give me something else lol	
[7/27/20 01:07PM]	[CLANCHAT]: Obitominerin: lol awesome	
[7/27/20 01:07PM]	[CLANCHAT]: Hairloss: I can't brother that's what I mean	
[7/27/20 01:07PM]	[CLANCHAT]: Hairloss: I can only title myself	
[7/27/20 01:07PM]	[CLANCHAT]: Obitominerin: i like title with purple	
[7/27/20 01:08PM]	[CLANCHAT]: Hairloss: I don't think we have purple title here but do have purple	
[7/27/20 01:08PM]	[CLANCHAT]: Hairloss: donator logo	
[7/27/20 01:08PM]	[CLANCHAT]: Obitominerin: ohh	
[7/27/20 01:08PM]	[CLANCHAT]: Jackal Max: like yours truly	
[7/27/20 01:08PM]	[CLANCHAT]: Hairloss: lol fr	
[7/27/20 01:15PM]	[CLANCHAT]: Hairloss: gz Skyfrost	
[7/27/20 01:15PM]	[CLANCHAT]: Jackal Max: gzz sky!	
[7/27/20 01:19PM]	[CLANCHAT]: Rinmineobito: i am another new and i am woman lol so i use account for my gf can play	
[7/27/20 01:19PM]	[CLANCHAT]: Rinmineobito: for my gf can play someday	
[7/27/20 01:20PM]	[CLANCHAT]: Jackal Max: lol nice	
[7/27/20 01:21PM]	[CLANCHAT]: Rinmineobito: wtf hinata?	
[7/27/20 01:21PM]	[CLANCHAT]: Hairloss: lol	
[7/27/20 01:25PM]	[CLANCHAT]: Omoshiroi: how do you start an instance now	
[7/27/20 01:26PM]	[CLANCHAT]: Hairloss: Do ::instances	
[7/27/20 01:26PM]	[CLANCHAT]: Hairloss: There's a guide on discord as well in #ingame-guides	
[7/27/20 01:29PM]	[CLANCHAT]: Hairloss: I'll be on disc if anyone needs me lol	
[7/27/20 01:29PM]	[CLANCHAT]: Hairloss: Gotta go eat lunch real quick	
[7/27/20 01:29PM]	[CLANCHAT]: Jackal Max: enjoy bro	
[7/27/20 01:29PM]	[CLANCHAT]: Hairloss: cheers	
[7/27/20 01:31PM]	[CLANCHAT]: Omoshiroi: dont suppose anyuone is selling pegs	
[7/27/20 01:31PM]	[CLANCHAT]: Jackal Max: i could	
[7/27/20 01:31PM]	[CLANCHAT]: Omoshiroi: would you take ely?	
[7/27/20 01:32PM]	[CLANCHAT]: Jackal Max: nah, have enough of those	
[7/27/20 01:32PM]	[CLANCHAT]: Omoshiroi: lemme check bank	
[7/27/20 01:32PM]	[CLANCHAT]: Omoshiroi: hm cash	
[7/27/20 01:32PM]	[CLANCHAT]: Jackal Max: idk tbh	
[7/27/20 01:33PM]	[CLANCHAT]: Jackal Max: let me check boss store real quick	
[7/27/20 01:33PM]	[CLANCHAT]: Omoshiroi: i really would appreciate the sale :)	
[7/27/20 01:33PM]	[CLANCHAT]: Omoshiroi: ok	
[7/27/20 01:33PM]	[CLANCHAT]: Jackal Max: arent trickster boots better than pegs?	
[7/27/20 01:34PM]	[CLANCHAT]: Omoshiroi: no idea	
[7/27/20 01:35PM]	[CLANCHAT]: Jackal Max: im feeling generous	
[7/27/20 01:35PM]	[CLANCHAT]: Jackal Max: ill take the ely	
[7/27/20 01:38PM]	[CLANCHAT]: Obitominerin: they will add crystal agily?	
[7/27/20 01:38PM]	[CLANCHAT]: Obitominerin: only 90 agily lvl	
[7/27/20 01:49PM]	[CLANCHAT]: Obitominerin: where is dig near the king of dragons	
[7/27/20 01:52PM]	[CLANCHAT]: Obitominerin: yaks gone	
[7/27/20 01:52PM]	[CLANCHAT]: Obitominerin: come in yaks training	
[7/27/20 01:57PM]	[CLANCHAT]: Obitominerin: ?	
[7/27/20 01:57PM]	[CLANCHAT]: Katrina Law: ?	
[7/27/20 01:59PM]	[CLANCHAT]: Obitominerin: i killed it all yaks but now nothing respawn	
[7/27/20 02:05PM]	[CLANCHAT]: Alude: hello no lifers 	
[7/27/20 02:07PM]	[CLANCHAT]: Msi: what worth to buy for afk tokens?	
[7/27/20 02:09PM]	[CLANCHAT]: Whatthefrost: why do i get booted from instance? :L	
[7/27/20 02:25PM]	[CLANCHAT]: Alude: wb	
[7/27/20 02:26PM]	[CLANCHAT]: Martijn: tyvm	
[7/27/20 02:29PM]	[CLANCHAT]: Msi: sell primal longsword 2h and maul	
[7/27/20 02:33PM]	[CLANCHAT]: Whatthefrost: tytyty	
[7/27/20 02:33PM]	[CLANCHAT]: Msi: ty	
[7/27/20 02:33PM]	[CLANCHAT]: Sign Up: np	
[7/27/20 02:36PM]	[CLANCHAT]: Whatthefrost: where is the mining guild clue spot? lol	
[7/27/20 02:39PM]	[CLANCHAT]: Obitominerin: what is that starved ancient effigy?	
[7/27/20 02:40PM]	[CLANCHAT]: Katrina Law: l	
[7/27/20 02:40PM]	[CLANCHAT]: Alude: gz	
[7/27/20 02:40PM]	[CLANCHAT]: Martijn: double drop	
[7/27/20 02:40PM]	[CLANCHAT]: Katrina Law: thanks	
[7/27/20 02:40PM]	[CLANCHAT]: Martijn: u fucking fuckking noob	
[7/27/20 02:40PM]	[CLANCHAT]: Martijn: ffs	
[7/27/20 02:40PM]	[CLANCHAT]: Katrina Law: lol	
[7/27/20 02:40PM]	[CLANCHAT]: Obitominerin: lol	
[7/27/20 02:41PM]	[CLANCHAT]: Obitominerin: what for starved ancinet effigy? 	
[7/27/20 02:42PM]	[CLANCHAT]: Alude: damn 7b left for a scythe :P	
[7/27/20 02:42PM]	[CLANCHAT]: Obitominerin: i have ask yall	
[7/27/20 02:43PM]	[CLANCHAT]: Martijn: is for xp obitominerin	
[7/27/20 02:43PM]	[CLANCHAT]: Obitominerin: ohh	
[7/27/20 02:43PM]	[CLANCHAT]: Martijn: gonna ggo eat with fam	
[7/27/20 02:43PM]	[CLANCHAT]: Martijn: be back in a hourso	
[7/27/20 02:43PM]	[CLANCHAT]: Martijn: orso	
[7/27/20 02:43PM]	[CLANCHAT]: Hairloss: aight have a good lunch Mart	
[7/27/20 02:43PM]	[CLANCHAT]: Martijn: /lunch lmao	
[7/27/20 02:44PM]	[CLANCHAT]: Martijn: dinner	
[7/27/20 02:44PM]	[CLANCHAT]: Hairloss: Wb Kat, missed you coming in cause I was eating	
[7/27/20 02:44PM]	[CLANCHAT]: Hairloss: Dinner?	
[7/27/20 02:44PM]	[CLANCHAT]: Katrina Law: ayyy	
[7/27/20 02:44PM]	[CLANCHAT]: Hairloss: Lolol	
[7/27/20 02:44PM]	[CLANCHAT]: Martijn: yeah evening meal u know	
[7/27/20 02:44PM]	[CLANCHAT]: Hairloss: fr damn	
[7/27/20 02:44PM]	[CLANCHAT]: Martijn: lol my kids go to bed early so we eat at 17:00	
[7/27/20 02:44PM]	[CLANCHAT]: Hairloss: Oh lol that makes sense	
[7/27/20 02:44PM]	[CLANCHAT]: Martijn: yeah	
[7/27/20 02:45PM]	[CLANCHAT]: Msi: any agresive monster here?	
[7/27/20 02:46PM]	[CLANCHAT]: Alude: someone sell me a scythe for 50b lol	
[7/27/20 02:46PM]	[CLANCHAT]: Whatthefrost: donors need to get kc for bandos still?	
[7/27/20 02:51PM]	[CLANCHAT]: Hairloss: gz	
[7/27/20 02:51PM]	[CLANCHAT]: Katrina Law: gz	
[7/27/20 02:51PM]	[CLANCHAT]: Niels: ty	
[7/27/20 02:51PM]	[CLANCHAT]: Niels: whats the droprate on that?	
[7/27/20 02:51PM]	[CLANCHAT]: Hairloss: You can check with ::drops	
[7/27/20 02:52PM]	[CLANCHAT]: Sign Up: 1 out of 830	
[7/27/20 02:52PM]	[CLANCHAT]: Sign Up: lol	
[7/27/20 02:52PM]	[CLANCHAT]: Niels: lol ty, was the 6th kil	
[7/27/20 02:52PM]	[CLANCHAT]: Sign Up: ayy	
[7/27/20 02:53PM]	[CLANCHAT]: Hairloss: lmao	
[7/27/20 02:54PM]	[CLANCHAT]: Hairloss: gz I guess	
[7/27/20 02:57PM]	[CLANCHAT]: Hairloss: gz	
[7/27/20 02:57PM]	[CLANCHAT]: Fishy: buying d claws and blood neck	
[7/27/20 02:57PM]	[CLANCHAT]: Katrina Law: thanks	
[7/27/20 02:57PM]	[CLANCHAT]: Alude: i got fishy	
[7/27/20 02:58PM]	[CLANCHAT]: Fishy: come home	
[7/27/20 03:03PM]	[CLANCHAT]: Whatthefrost: instance trippin im fighting invisible kbd lol	
[7/27/20 03:04PM]	[CLANCHAT]: Hairloss: relogging usually does the trick of solving that	
[7/27/20 03:04PM]	[CLANCHAT]: Katrina Law: hairloss unjaill luckyman353 i have pm flub about it	
[7/27/20 03:04PM]	[CLANCHAT]: Katrina Law: he said its ok 	
[7/27/20 03:04PM]	[CLANCHAT]: Katrina Law: its gone 24hs	
[7/27/20 03:05PM]	[CLANCHAT]: Whatthefrost: sorted it cheers	
[7/27/20 03:05PM]	[CLANCHAT]: Katrina Law: xd	
[7/27/20 03:05PM]	[CLANCHAT]: Hairloss: Lmao Kat I never got why you can't unjail	
[7/27/20 03:05PM]	[CLANCHAT]: Katrina Law: idk lol	
[7/27/20 03:07PM]	[CLANCHAT]: Katrina Law:  i think i can jaill but i cant unjaill lol	
[7/27/20 03:07PM]	[CLANCHAT]: Hairloss: Yeah you can't even unjail yourself lol	
[7/27/20 03:07PM]	[CLANCHAT]: Hairloss: Only jail 	
[7/27/20 03:07PM]	[CLANCHAT]: Katrina Law: aw	
[7/27/20 03:09PM]	[CLANCHAT]: Whatthefrost: what are they even for? lol	
[7/27/20 03:10PM]	[CLANCHAT]: Sign Up: 1 out of 40  for effigys lol	
[7/27/20 03:10PM]	[CLANCHAT]: Whatthefrost: whats it do?	
[7/27/20 03:10PM]	[CLANCHAT]: Sign Up: its xp	
[7/27/20 03:10PM]	[CLANCHAT]: Katrina Law: for skills	
[7/27/20 03:10PM]	[CLANCHAT]: Whatthefrost: ahh	
[7/27/20 03:10PM]	[CLANCHAT]: Whatthefrost: ty	
[7/27/20 03:11PM]	[CLANCHAT]: Katrina Law:   u need any 91 when it tells lol 	
[7/27/20 03:11PM]	[CLANCHAT]: Katrina Law: clues incoming drops lol	
[7/27/20 03:11PM]	[CLANCHAT]: Obitominerin: important keep clues	
[7/27/20 03:11PM]	[CLANCHAT]: Katrina Law: ikr	
[7/27/20 03:12PM]	[CLANCHAT]: Obitominerin: i have 34 clues	
[7/27/20 03:12PM]	[CLANCHAT]: Katrina Law: ayy	
[7/27/20 03:12PM]	[CLANCHAT]: Fishy: buying all clues 150m	
[7/27/20 03:12PM]	[CLANCHAT]: Therscaper: kat	
[7/27/20 03:12PM]	[CLANCHAT]: Katrina Law: ye	
[7/27/20 03:12PM]	[CLANCHAT]: Therscaper: finally got a dwh and dhcb yday	
[7/27/20 03:12PM]	[CLANCHAT]: Therscaper: lol	
[7/27/20 03:12PM]	[CLANCHAT]: Katrina Law: ayyy	
[7/27/20 03:12PM]	[CLANCHAT]: Katrina Law: lol	
[7/27/20 03:13PM]	[CLANCHAT]: Therscaper: at 1485 kills was dhcb lol	
[7/27/20 03:13PM]	[CLANCHAT]: Katrina Law: rip	
[7/27/20 03:13PM]	[CLANCHAT]: Therscaper: ikr	
[7/27/20 03:13PM]	[CLANCHAT]: Katrina Law: xd	
[7/27/20 03:14PM]	[CLANCHAT]: Hairloss: gz	
[7/27/20 03:14PM]	[CLANCHAT]: Katrina Law: thanks 	
[7/27/20 03:14PM]	[CLANCHAT]: Katrina Law: nothing new lol	
[7/27/20 03:14PM]	[CLANCHAT]: Therscaper: lel gz	
[7/27/20 03:14PM]	[CLANCHAT]: Katrina Law: thanks lol	
[7/27/20 03:17PM]	[CLANCHAT]: Katrina Law: gz	
[7/27/20 03:17PM]	[CLANCHAT]: Obitominerin: ty	
[7/27/20 03:17PM]	[CLANCHAT]: Ra1nbow: whats the best thing to buy from afk?	
[7/27/20 03:18PM]	[CLANCHAT]: Whatthefrost: what are kbd heads for?	
